gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,
7,7,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,307,412,,
7,7,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,310,376,,
8,8,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,92,210,,
8,8,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,278,526,,
9,9,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,458,614,,
9,9,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,329,417,,
10,10,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,96,177,,
10,10,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,310,452,,
11,11,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,377,519,,
11,11,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,259,320,,
14,14,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,47,104,,
14,14,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,153,221,,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,614,822,,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,267,333,,
16,16,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,119,244,,
16,16,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,345,574,,
17,17,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,214,285,,
17,17,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,79,142,,
18,18,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,15,48,,
18,18,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,29,68,,
19,19,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,206,371,,
19,19,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,154,321,,
21,21,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,172,227,,
21,21,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,345,511,,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,854,1084,,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,417,522,,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,548,683,,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,1216,1658,,
24,24,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,156,225,,
24,24,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,52,89,,
26,26,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,132,249,,
26,26,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,44,116,,
27,27,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,58,86,,
27,27,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,125,171,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,1187,1594,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,447,599,,
29,29,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,91,204,,
29,29,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,220,359,,
30,30,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,167,254,,
30,30,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,66,92,,
31,31,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,218,259,,
31,31,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,593,782,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,916,1179,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,567,740,,
33,33,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,30,74,,
33,33,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,77,137,,
34,34,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,377,529,,
34,34,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,213,266,,
34E,34E,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,97,300,,
34E,34E,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,361,714,,
35,35,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,212,335,,
35,35,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,122,168,,
36,36,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,173,265,,
36,36,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,302,501,,
37,37,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,94,148,,
37,37,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,159,228,,
38,38,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,153,220,,
38,38,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,74,133,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,563,712,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,1110,1506,,
40,40,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,62,76,,
40,40,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,124,195,,
41,41,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,150,366,,
41,41,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,89,177,,
42,42,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,281,347,,
42,42,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,82,108,,
43,43,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,72,131,,0.5496183206
43,43,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,186,354,,0.5254237288
44,44,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,378,575,,
44,44,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,183,247,,
45,45,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,190,269,,
45,45,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,385,549,,
47,47,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,290,515,,
47,47,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,169,245,,
50,50,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,67,108,,
50,50,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,109,150,,
51,51,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,185,252,,
51,51,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,85,128,,
52,52,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,87,139,,
52,52,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,70,151,,
55,55,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,54,92,,
55,55,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,82,140,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,991,1274,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,295,399,,
57A,57A,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,25,34,,
57A,57A,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,181,218,,
59,59,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,64,107,,
59,59,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,158,200,,
60,60,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,61,168,,
60,60,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,278,446,,
62,62,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,148,226,,
62,62,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,107,171,,
64,64,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,60,123,,
64,64,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,129,225,,
65,65,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,92,245,,
65,65,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,143,220,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,341,481,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,968,1269,,
67,67,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,71,102,,
67,67,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,44,71,,
68,68,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,10,41,,
68,68,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,53,72,,
69,69,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,220,277,,
69,69,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,97,134,,
70,70,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,405,629,,
70,70,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,135,261,,
70A,70A,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,53,128,,
70A,70A,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,86,188,,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,343,413,,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,782,952,,
72,72,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,218,273,,
72,72,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,97,139,,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,562,655,,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,820,1017,,
74,74,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,207,224,,
74,74,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,57,76,,
75,75,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,39,50,,
75,75,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,68,88,,
76,76,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,164,236,,
76,76,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,64,137,,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,287,426,,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,1007,1377,,
78,78,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,93,153,,
78,78,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,256,352,,
79,79,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,166,218,,
79,79,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,83,129,,
80,80,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,241,396,,
80,80,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,67,147,,
83,83,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,55,110,,
83,83,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,196,296,,
84,84,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,8,17,,
84,84,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,54,91,,
85,85,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,19,36,,
85,85,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,57,93,,
86,86,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,222,464,,
86,86,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,125,220,,
87,87,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,67,198,,
87,87,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,291,519,,
88,88,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,437,537,,
88,88,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,119,199,,
89,89,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,106,197,,
89,89,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,197,297,,
90,90,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,18,54,,
90,90,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,65,122,,
91,91,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,109,213,,
91,91,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,14,70,,
92,92,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,58,112,,
92,92,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,134,203,,
93,93,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,221,366,,
93,93,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,126,193,,
94,94,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,73,144,,
94,94,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,183,300,,
95,95,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,134,222,,
95,95,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,24,76,,
96,96,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,119,218,,
96,96,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,251,377,,
97,97,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,52,88,,
97,97,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,31,67,,
99,99,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,146,161,,
99,99,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,62,89,,
100,100,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,134,233,,
100,100,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,43,123,,
101,101,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,305,497,,
101,101,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,204,315,,
104,104,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,101,198,,
104,104,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,189,367,,
105,105,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,21,64,,
105,105,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,43,92,,
106,106,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,192,325,,
106,106,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,81,145,,
108,108,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,70,144,,
108,108,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,195,304,,
109,109,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,230,475,,
109,109,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,101,212,,
110,110,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,112,289,,
110,110,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,344,426,,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,1802,2251,,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,626,813,,
112,112,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,91,161,,
112,112,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,33,84,,
114,114,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,0,4,,
114,114,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,33,66,,
116,116,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,93,138,,
116,116,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,294,382,,
117,117,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,365,492,,
117,117,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,138,193,,
119,119,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,39,67,,
119,119,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,128,164,,
120,120,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,174,291,,
120,120,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,53,114,,
121,121,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,35,69,,
121,121,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,18,30,,
131,131,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,108,144,,
131,131,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,111,155,,
132,132,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,32,69,,
132,132,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,117,140,,
134,134,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,241,351,,
134,134,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,84,181,,
136,136,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,78,125,,
136,136,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,93,181,,
137,137,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,116,171,,
137,137,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,63,88,,
170,170,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,12,20,,
170,170,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,4,7,,
171,171,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,6,6,,
201,201,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,133,210,,
201,201,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,35,60,,
202,202,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,42,70,,
202,202,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,73,141,,
210,210,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,83,140,,
210,210,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,59,111,,
211,211,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,34,87,,
211,211,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,78,131,,
212,212,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,13,31,,
212,212,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,28,40,,
214,214,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,93,117,,
214,214,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,93,129,,
215,215,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,64,181,,
215,215,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,249,368,,
216,216,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,166,244,,
216,216,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,104,140,,
217,217,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,21,30,,
217,217,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,12,23,,
220,220,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,273,374,,
220,220,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,111,205,,
221,221,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,16,26,,
221,221,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,9,12,,
222,222,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,96,182,,
222,222,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,207,297,,
225,225,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,367,503,,
225,225,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,202,371,,
230,230,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,249,368,,
230,230,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,71,173,,
236,236,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,40,82,,
236,236,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,95,150,,
238,238,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,198,287,,
238,238,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,62,152,,
240,240,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,100,297,,
240,240,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,224,470,,
245,245,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,75,109,,
245,245,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,106,139,,
325,325,,Express Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,4,6,,
325,325,,Express Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,15,49,,
326,326,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,52,96,,
326,326,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,15,23,,
350,350,,Local Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,202,372,,
350,350,,Local Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,115,240,,
351,351,,Limited Service,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,24,31,,
351,351,,Limited Service,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,11,17,,
352,352,,Express Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,17,24,,
352,352,,Express Bus,Other Bus,Bus,2018-12-07,PEAK,Headway / Schedule Adherence,21,44,,
354,354,,Express Bus,Other Bus,Bus,2018-12-07,OFF_PEAK,Headway / Schedule Adherence,40,81,,
