gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,
Red,,Red Line,Rapid Transit,Red Line,Rail,2018-12-01,OFF_PEAK,Passenger Wait Time,33862.26713,45276.48951,,
Orange,,Orange Line,Rapid Transit,Orange Line,Rail,2018-12-01,OFF_PEAK,Passenger Wait Time,64710.36449,68989.75315,,
Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,2018-12-01,OFF_PEAK,Passenger Wait Time,13614.2346,18071.48945,,
Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,2018-12-01,OFF_PEAK,Passenger Wait Time,16129.84048,21404.87791,,
Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,2018-12-01,OFF_PEAK,Passenger Wait Time,3806.540713,5513.485726,,
Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,2018-12-01,OFF_PEAK,Passenger Wait Time,24608.79149,30424.18941,,
Blue,,Blue Line,Rapid Transit,Blue Line,Rail,2018-12-01,OFF_PEAK,Passenger Wait Time,38677.86088,40898.43772,,
741,SL1,Silver Line SL1,Rapid Transit,Silver Line,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,935,1225,,
742,SL2,Silver Line SL2,Rapid Transit,Silver Line,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,345,503,,
751,SL4,Silver Line SL4,Rapid Transit,Silver Line,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,909,1274,,
749,SL5,Silver Line SL5,Rapid Transit,Silver Line,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,2140,2826,,
CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,32,32,0,
CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,11,15,0,
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,18,19,0,
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,18,18,0,
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,12,16,0,
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,13,13,0,
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,16,16,0,
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,1,1,0,
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,15,16,0,
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,16,18,0,
CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,15,15,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,13,13,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-12-01,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,13,18,0,
1,1,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,1194,1691,,0.7060910704
5,5,,Limited Service,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,26,43,,
7,7,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,151,220,,
8,8,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,229,467,,
9,9,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,283,585,,
10,10,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,253,532,,
11,11,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,277,537,,
14,14,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,175,359,,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,717,962,,
16,16,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,242,444,,
17,17,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,242,382,,
18,18,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,43,72,,
21,21,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,220,281,,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,966,1355,,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,1056,1526,,
24,24,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,278,381,,
26,26,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,181,251,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,1311,1929,,
29,29,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,140,228,,
30,30,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,154,234,,
31,31,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,334,553,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,683,915,,
33,33,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,77,118,,
34,34,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,355,507,,
34E,34E,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,393,778,,
35,35,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,194,298,,
36,36,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,285,483,,
37,37,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,171,214,,
38,38,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,133,237,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,1128,1520,,
40,40,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,90,161,,
41,41,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,124,281,,
42,42,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,229,320,,
43,43,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,205,490,,0.4183673469
44,44,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,421,774,,
45,45,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,339,649,,
47,47,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,196,590,,
50,50,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,72,106,,
51,51,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,108,194,,
55,55,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,105,180,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,1152,1534,,
59,59,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,106,126,,
60,60,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,347,518,,
627,62/76,,Limited Service,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,187,246,,
64,64,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,94,184,,
65,65,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,101,156,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,786,1135,,
69,69,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,259,355,,
70,70,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,384,601,,
70A,70A,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,154,259,,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,502,677,,
72,72,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,168,236,,
725,72/75,,Limited Service,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,79,102,,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,648,814,,
74,74,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,138,173,,
75,75,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,106,128,,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,675,928,,
78,78,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,144,246,,
80,80,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,223,408,,
83,83,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,180,336,,
86,86,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,207,465,,
87,87,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,380,564,,
88,88,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,341,573,,
89,89,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,97,274,,
90,90,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,41,114,,
91,91,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,168,315,,
92,92,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,146,220,,
93,93,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,202,353,,
94,94,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,166,249,,
95,95,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,174,247,,
96,96,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,212,357,,
97,97,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,44,90,,
99,99,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,146,232,,
100,100,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,240,336,,
101,101,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,213,461,,
104,104,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,187,418,,
105,105,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,44,108,,
106,106,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,289,437,,
108,108,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,218,364,,
109,109,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,212,445,,
110,110,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,239,437,,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,2040,2517,,
112,112,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,114,243,,
116,116,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,276,370,,
117,117,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,369,512,,
119,119,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,83,130,,
120,120,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,123,299,,
132,132,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,44,101,,
134,134,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,257,410,,
136,136,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,68,140,,
137,137,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,59,128,,
171,171,,Limited Service,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,1,8,,
201,201,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,169,224,,
202,202,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,113,138,,
210,210,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,56,109,,
211,211,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,88,150,,
212,212,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,52,81,,
215,215,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,217,414,,
216,216,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,366,456,,
220,220,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,298,413,,
222,222,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,219,274,,
225,225,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,336,460,,
230,230,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,219,358,,
236,236,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,147,209,,
238,238,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,157,301,,
240,240,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,289,565,,
350,350,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,240,386,,
411,411,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,36,153,,
426,426,,Express Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,217,267,,
429,429,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,152,217,,
430,430,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,44,131,,
435,435,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,110,169,,
436,436,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,85,126,,
441,441,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,118,196,,
442,442,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,175,248,,
450,450,,Express Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,231,296,,
455,455,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,456,602,,
465,465,,Local Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,49,59,,
504,504,,Express Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,114,229,,
553,553,,Express Bus,Other Bus,Bus,2018-12-01,OFF_PEAK,Headway / Schedule Adherence,89,141,,
Red,,Red Line,Rapid Transit,Red Line,Rail,2018-12-02,OFF_PEAK,Passenger Wait Time,26962.3473,33068.0916,,
Orange,,Orange Line,Rapid Transit,Orange Line,Rail,2018-12-02,OFF_PEAK,Passenger Wait Time,45957.18089,49025.60079,,
Green-B,B,Green Line B,Rapid Transit,Green Line,Rail,2018-12-02,OFF_PEAK,Passenger Wait Time,10328.49082,14140.58439,,
Green-C,C,Green Line C,Rapid Transit,Green Line,Rail,2018-12-02,OFF_PEAK,Passenger Wait Time,12542.21607,16438.26293,,
Green-D,D,Green Line D,Rapid Transit,Green Line,Rail,2018-12-02,OFF_PEAK,Passenger Wait Time,2720.915177,3731.295356,,
Green-E,E,Green Line E,Rapid Transit,Green Line,Rail,2018-12-02,OFF_PEAK,Passenger Wait Time,16342.84426,19020.65764,,
Blue,,Blue Line,Rapid Transit,Blue Line,Rail,2018-12-02,OFF_PEAK,Passenger Wait Time,33561.47663,34233.34364,,
741,SL1,Silver Line SL1,Rapid Transit,Silver Line,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,1348,1740,,
742,SL2,Silver Line SL2,Rapid Transit,Silver Line,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,402,544,,
751,SL4,Silver Line SL4,Rapid Transit,Silver Line,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,1056,1446,,
749,SL5,Silver Line SL5,Rapid Transit,Silver Line,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,2113,2909,,
CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,32,32,0,
CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,11,14,0,
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,18,18,0,
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,13,14,0,
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,16,16,0,
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,11,12,0,
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,16,16,0,
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,16,16,0,
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,12,14,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,12,12,0,
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-12-02,PEAK,Headway / Schedule Adherence,0,0,0,
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,7,14,0,
1,1,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,800,1088,,0.7352941176
8,8,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,271,453,,
9,9,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,271,423,,
10,10,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,185,343,,
11,11,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,266,355,,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,713,884,,
16,16,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,244,357,,
17,17,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,116,159,,
21,21,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,133,153,,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,823,1034,,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,927,1220,,
24,24,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,161,190,,
26,26,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,79,91,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,1194,1600,,
30,30,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,97,140,,
31,31,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,302,524,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,610,767,,
34,34,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,209,325,,
34E,34E,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,346,578,,
35,35,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,82,125,,
36,36,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,337,469,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,1157,1543,,
40,40,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,67,87,,
41,41,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,113,215,,
42,42,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,143,183,,
43,43,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,213,411,,0.5182481752
44,44,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,261,360,,
45,45,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,183,297,,
47,47,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,195,343,,
55,55,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,110,177,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,863,1082,,
59,59,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,94,111,,
60,60,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,197,255,,
64,64,,Local Bus,Other Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,56,81,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-02,OFF_PEAK,Headway / Schedule Adherence,770,1007,,
