,gtfs_route_id,service_date,peak_offpeak_ind,otp_numerator,otp_denominator
1020,43,2018-05-31,PEAK,57.0,117.0
1021,749,2018-05-31,PEAK,577.0,725.0
1022,751,2018-05-31,OFF_PEAK,1120.0,1388.0
1023,749,2018-05-31,OFF_PEAK,1640.0,2090.0
1024,751,2018-06-01,OFF_PEAK,15.0,15.0
1025,751,2018-06-01,PEAK,1.0,1.0
1026,749,2018-06-01,OFF_PEAK,59.0,72.0
1027,749,2018-06-01,PEAK,29.0,32.0
1028,43,2018-06-04,PEAK,66.0,129.0
1029,43,2018-06-04,OFF_PEAK,183.0,346.0
1030,1,2018-06-04,PEAK,346.0,457.0
1031,749,2018-06-04,OFF_PEAK,1655.0,2111.0
1032,749,2018-06-04,PEAK,625.0,789.0
1033,751,2018-06-04,OFF_PEAK,1133.0,1361.0
1034,751,2018-06-04,PEAK,377.0,498.0
1035,1,2018-06-04,OFF_PEAK,965.0,1312.0
1036,43,2018-06-05,OFF_PEAK,139.0,351.0
1037,43,2018-06-05,PEAK,35.0,129.0
1038,1,2018-06-05,OFF_PEAK,943.0,1317.0
1039,749,2018-06-05,OFF_PEAK,1687.0,2158.0
1040,749,2018-06-05,PEAK,562.0,761.0
1041,751,2018-06-05,PEAK,239.0,370.0
1042,751,2018-06-05,OFF_PEAK,1009.0,1357.0
1043,1,2018-06-05,PEAK,325.0,435.0
1044,751,2018-06-06,OFF_PEAK,897.0,1207.0
1045,751,2018-06-06,PEAK,340.0,483.0
1046,749,2018-06-06,OFF_PEAK,1636.0,2145.0
1047,749,2018-06-06,PEAK,686.0,863.0
1048,1,2018-06-06,OFF_PEAK,959.0,1342.0
1049,1,2018-06-06,PEAK,368.0,536.0
1050,43,2018-06-06,OFF_PEAK,179.0,353.0
1051,43,2018-06-06,PEAK,56.0,122.0
1052,1,2018-06-07,PEAK,286.0,427.0
1053,43,2018-06-07,PEAK,73.0,129.0
1054,1,2018-06-07,OFF_PEAK,749.0,1070.0
1055,43,2018-06-07,OFF_PEAK,163.0,334.0
1056,749,2018-06-07,PEAK,605.0,785.0
1057,751,2018-06-07,OFF_PEAK,1053.0,1351.0
1058,749,2018-06-07,OFF_PEAK,1451.0,1907.0
1059,751,2018-06-07,PEAK,352.0,497.0
1060,43,2018-06-08,PEAK,57.0,105.0
1061,43,2018-06-08,OFF_PEAK,163.0,346.0
1062,1,2018-06-08,OFF_PEAK,823.0,1139.0
1063,751,2018-06-08,PEAK,302.0,436.0
1064,749,2018-06-08,OFF_PEAK,1736.0,2274.0
1065,749,2018-06-08,PEAK,566.0,795.0
1066,751,2018-06-08,OFF_PEAK,1036.0,1365.0
1067,1,2018-06-08,PEAK,283.0,396.0
1068,751,2018-06-09,OFF_PEAK,992.0,1392.0
1069,749,2018-06-09,OFF_PEAK,1935.0,2676.0
1070,1,2018-06-09,OFF_PEAK,865.0,1270.0
1071,43,2018-06-09,OFF_PEAK,137.0,370.0
1072,751,2018-06-10,OFF_PEAK,1132.0,1451.0
1073,749,2018-06-10,OFF_PEAK,1643.0,2259.0
1074,1,2018-06-10,OFF_PEAK,591.0,789.0
1075,43,2018-06-10,OFF_PEAK,235.0,380.0
1076,43,2018-06-11,OFF_PEAK,237.0,355.0
1077,1,2018-06-11,OFF_PEAK,1001.0,1310.0
1078,1,2018-06-11,PEAK,383.0,510.0
1079,43,2018-06-11,PEAK,99.0,128.0
1080,749,2018-06-11,PEAK,556.0,731.0
1081,751,2018-06-11,PEAK,339.0,465.0
1082,749,2018-06-11,OFF_PEAK,1757.0,2206.0
1083,751,2018-06-11,OFF_PEAK,1080.0,1280.0
1084,751,2018-06-12,PEAK,259.0,326.0
1085,43,2018-06-12,PEAK,57.0,120.0
1086,1,2018-06-12,PEAK,327.0,480.0
1087,43,2018-06-12,OFF_PEAK,179.0,356.0
1088,749,2018-06-12,OFF_PEAK,1677.0,2175.0
1089,749,2018-06-12,PEAK,538.0,719.0
1090,751,2018-06-12,OFF_PEAK,969.0,1188.0
1091,1,2018-06-12,OFF_PEAK,966.0,1300.0
1092,751,2018-06-13,PEAK,345.0,445.0
1093,749,2018-06-13,OFF_PEAK,1797.0,2378.0
1094,749,2018-06-13,PEAK,710.0,862.0
1095,1,2018-06-13,PEAK,375.0,529.0
1096,1,2018-06-13,OFF_PEAK,1013.0,1369.0
1097,43,2018-06-13,OFF_PEAK,189.0,358.0
1098,43,2018-06-13,PEAK,73.0,125.0
1099,751,2018-06-13,OFF_PEAK,997.0,1301.0
1100,751,2018-06-14,PEAK,305.0,385.0
1101,751,2018-06-14,OFF_PEAK,855.0,1139.0
1102,749,2018-06-14,OFF_PEAK,1792.0,2301.0
1103,1,2018-06-14,OFF_PEAK,933.0,1309.0
1104,1,2018-06-14,PEAK,292.0,440.0
1105,43,2018-06-14,PEAK,77.0,129.0
1106,43,2018-06-14,OFF_PEAK,231.0,357.0
1107,749,2018-06-14,PEAK,576.0,785.0
1108,43,2018-06-15,PEAK,85.0,125.0
1109,43,2018-06-15,OFF_PEAK,231.0,355.0
1110,1,2018-06-15,OFF_PEAK,791.0,1142.0
1111,1,2018-06-15,PEAK,307.0,426.0
1112,749,2018-06-15,OFF_PEAK,1663.0,2238.0
1113,751,2018-06-15,PEAK,386.0,495.0
1114,751,2018-06-15,OFF_PEAK,1061.0,1327.0
1115,749,2018-06-15,PEAK,581.0,788.0
1116,751,2018-06-16,OFF_PEAK,1114.0,1499.0
1117,749,2018-06-16,OFF_PEAK,2020.0,2714.0
1118,1,2018-06-16,OFF_PEAK,941.0,1359.0
1119,43,2018-06-16,OFF_PEAK,212.0,477.0
1120,1,2018-06-17,OFF_PEAK,527.0,688.0
1121,43,2018-06-17,OFF_PEAK,169.0,371.0
1122,751,2018-06-17,OFF_PEAK,977.0,1399.0
1123,749,2018-06-17,OFF_PEAK,1856.0,2549.0
1124,751,2018-06-18,PEAK,376.0,490.0
1125,751,2018-06-18,OFF_PEAK,1152.0,1348.0
1126,749,2018-06-18,PEAK,559.0,663.0
1127,749,2018-06-18,OFF_PEAK,1563.0,2134.0
1128,1,2018-06-18,PEAK,329.0,470.0
1129,1,2018-06-18,OFF_PEAK,992.0,1271.0
1130,43,2018-06-18,PEAK,93.0,129.0
1131,43,2018-06-18,OFF_PEAK,211.0,353.0
1132,43,2018-06-19,OFF_PEAK,196.0,356.0
1133,43,2018-06-19,PEAK,74.0,128.0
1134,1,2018-06-19,PEAK,382.0,518.0
1135,751,2018-06-19,OFF_PEAK,995.0,1320.0
1136,749,2018-06-19,OFF_PEAK,1860.0,2318.0
1137,749,2018-06-19,PEAK,674.0,850.0
1138,751,2018-06-19,PEAK,332.0,484.0
1139,1,2018-06-19,OFF_PEAK,956.0,1328.0
1140,43,2018-06-20,OFF_PEAK,200.0,344.0
1141,43,2018-06-20,PEAK,59.0,118.0
1142,1,2018-06-20,OFF_PEAK,997.0,1378.0
1143,1,2018-06-20,PEAK,359.0,528.0
1144,749,2018-06-20,OFF_PEAK,1582.0,1938.0
1145,751,2018-06-20,OFF_PEAK,1104.0,1379.0
1146,749,2018-06-20,PEAK,599.0,749.0
1147,751,2018-06-20,PEAK,345.0,491.0
1148,751,2018-06-21,OFF_PEAK,820.0,1101.0
1149,43,2018-06-21,OFF_PEAK,177.0,326.0
1150,1,2018-06-21,PEAK,321.0,449.0
1151,43,2018-06-21,PEAK,47.0,129.0
1152,749,2018-06-21,PEAK,561.0,725.0
1153,749,2018-06-21,OFF_PEAK,1319.0,1810.0
1154,751,2018-06-21,PEAK,344.0,442.0
1155,1,2018-06-21,OFF_PEAK,871.0,1205.0
1156,751,2018-06-22,OFF_PEAK,918.0,1210.0
1157,749,2018-06-22,PEAK,565.0,685.0
1158,749,2018-06-22,OFF_PEAK,1649.0,2034.0
1159,1,2018-06-22,OFF_PEAK,823.0,1244.0
1160,1,2018-06-22,PEAK,308.0,417.0
1161,43,2018-06-22,OFF_PEAK,178.0,353.0
1162,43,2018-06-22,PEAK,74.0,129.0
1163,751,2018-06-22,PEAK,367.0,475.0
1164,43,2018-06-23,OFF_PEAK,288.0,469.0
1165,1,2018-06-23,OFF_PEAK,1243.0,1675.0
1166,751,2018-06-23,OFF_PEAK,901.0,1171.0
1167,749,2018-06-23,OFF_PEAK,1978.0,2586.0
1168,751,2018-06-24,OFF_PEAK,1257.0,1591.0
1169,749,2018-06-24,OFF_PEAK,2247.0,2884.0
1170,1,2018-06-24,OFF_PEAK,864.0,1056.0
1171,43,2018-06-24,OFF_PEAK,206.0,371.0
1172,43,2018-06-25,PEAK,93.0,128.0
1173,43,2018-06-25,OFF_PEAK,274.0,356.0
1174,1,2018-06-25,OFF_PEAK,994.0,1337.0
1175,1,2018-06-25,PEAK,362.0,490.0
1176,749,2018-06-25,PEAK,688.0,836.0
1177,751,2018-06-25,OFF_PEAK,994.0,1292.0
1178,751,2018-06-25,PEAK,368.0,481.0
1179,749,2018-06-25,OFF_PEAK,1982.0,2410.0
1180,749,2018-06-26,OFF_PEAK,1748.0,2344.0
1181,749,2018-06-26,PEAK,582.0,813.0
1182,1,2018-06-26,OFF_PEAK,952.0,1345.0
1183,1,2018-06-26,PEAK,351.0,468.0
1184,43,2018-06-26,OFF_PEAK,212.0,356.0
1185,43,2018-06-26,PEAK,68.0,131.0
1186,751,2018-06-26,PEAK,350.0,486.0
1187,751,2018-06-26,OFF_PEAK,1026.0,1351.0
1188,1,2018-06-27,PEAK,352.0,464.0
1189,749,2018-06-27,PEAK,579.0,815.0
1190,749,2018-06-27,OFF_PEAK,1755.0,2267.0
1191,1,2018-06-27,OFF_PEAK,945.0,1334.0
1192,751,2018-06-27,PEAK,364.0,501.0
1193,43,2018-06-27,PEAK,76.0,131.0
1194,43,2018-06-27,OFF_PEAK,231.0,356.0
1195,751,2018-06-27,OFF_PEAK,1134.0,1386.0
1196,43,2018-06-28,OFF_PEAK,174.0,355.0
1197,43,2018-06-28,PEAK,51.0,131.0
1198,1,2018-06-28,PEAK,343.0,449.0
1199,1,2018-06-28,OFF_PEAK,976.0,1314.0
1200,749,2018-06-28,PEAK,712.0,863.0
1201,749,2018-06-28,OFF_PEAK,1847.0,2329.0
1202,751,2018-06-28,PEAK,355.0,479.0
1203,751,2018-06-28,OFF_PEAK,1038.0,1310.0
1204,749,2018-06-29,PEAK,656.0,824.0
1205,1,2018-06-29,PEAK,376.0,479.0
1206,43,2018-06-29,OFF_PEAK,174.0,343.0
1207,1,2018-06-29,OFF_PEAK,783.0,1168.0
1208,43,2018-06-29,PEAK,81.0,130.0
1209,751,2018-06-29,PEAK,367.0,487.0
1210,749,2018-06-29,OFF_PEAK,1817.0,2341.0
1211,751,2018-06-29,OFF_PEAK,1059.0,1353.0
1212,751,2018-06-30,OFF_PEAK,980.0,1253.0
1213,749,2018-06-30,OFF_PEAK,2469.0,3275.0
1214,1,2018-06-30,OFF_PEAK,1318.0,1675.0
1215,43,2018-06-30,OFF_PEAK,272.0,470.0
1216,751,2018-07-01,OFF_PEAK,1178.0,1375.0
1217,749,2018-07-01,OFF_PEAK,2118.0,2841.0
1218,1,2018-07-01,OFF_PEAK,951.0,1181.0
1219,43,2018-07-01,OFF_PEAK,244.0,412.0
1220,749,2018-07-02,OFF_PEAK,1773.0,2230.0
1221,751,2018-07-02,OFF_PEAK,873.0,1113.0
1222,751,2018-07-02,PEAK,393.0,490.0
1223,749,2018-07-02,PEAK,641.0,807.0
1224,1,2018-07-02,PEAK,351.0,488.0
1225,43,2018-07-02,PEAK,103.0,130.0
1226,43,2018-07-02,OFF_PEAK,245.0,350.0
1227,1,2018-07-02,OFF_PEAK,985.0,1281.0
1228,751,2018-07-03,PEAK,409.0,501.0
1229,751,2018-07-03,OFF_PEAK,973.0,1196.0
1230,749,2018-07-03,OFF_PEAK,1651.0,2226.0
1231,749,2018-07-03,PEAK,699.0,864.0
1232,1,2018-07-03,OFF_PEAK,899.0,1301.0
1233,1,2018-07-03,PEAK,360.0,525.0
1234,43,2018-07-03,PEAK,70.0,129.0
1235,43,2018-07-03,OFF_PEAK,173.0,323.0
1236,1,2018-07-04,OFF_PEAK,563.0,756.0
1237,749,2018-07-04,PEAK,650.0,762.0
1238,751,2018-07-04,OFF_PEAK,1022.0,1185.0
1239,1,2018-07-04,PEAK,192.0,257.0
1240,43,2018-07-04,PEAK,48.0,92.0
1241,43,2018-07-04,OFF_PEAK,165.0,306.0
1242,751,2018-07-04,PEAK,358.0,413.0
1243,749,2018-07-04,OFF_PEAK,1799.0,2230.0
1244,43,2018-07-05,PEAK,99.0,131.0
1245,1,2018-07-05,OFF_PEAK,851.0,1167.0
1246,1,2018-07-05,PEAK,353.0,468.0
1247,749,2018-07-05,PEAK,583.0,689.0
1248,751,2018-07-05,PEAK,343.0,417.0
1249,751,2018-07-05,OFF_PEAK,853.0,1098.0
1250,749,2018-07-05,OFF_PEAK,1487.0,1988.0
1251,43,2018-07-05,OFF_PEAK,254.0,345.0
1252,43,2018-07-06,OFF_PEAK,220.0,357.0
1253,751,2018-07-06,PEAK,377.0,479.0
1254,751,2018-07-06,OFF_PEAK,1040.0,1305.0
1255,749,2018-07-06,OFF_PEAK,1726.0,2193.0
1256,749,2018-07-06,PEAK,531.0,653.0
1257,1,2018-07-06,OFF_PEAK,902.0,1229.0
1258,1,2018-07-06,PEAK,355.0,476.0
1259,43,2018-07-06,PEAK,97.0,129.0
1260,751,2018-07-07,OFF_PEAK,895.0,1195.0
1261,1,2018-07-07,OFF_PEAK,1227.0,1620.0
1262,43,2018-07-07,OFF_PEAK,266.0,467.0
1263,749,2018-07-07,OFF_PEAK,2030.0,2630.0
1264,43,2018-07-08,OFF_PEAK,209.0,396.0
1265,751,2018-07-08,OFF_PEAK,1051.0,1312.0
1266,1,2018-07-08,OFF_PEAK,874.0,1107.0
1267,749,2018-07-08,OFF_PEAK,2039.0,2697.0
1268,751,2018-07-09,PEAK,254.0,307.0
1269,43,2018-07-09,OFF_PEAK,225.0,354.0
1270,1,2018-07-09,PEAK,380.0,491.0
1271,43,2018-07-09,PEAK,96.0,129.0
1272,749,2018-07-09,OFF_PEAK,1589.0,2067.0
1273,749,2018-07-09,PEAK,620.0,773.0
1274,751,2018-07-09,OFF_PEAK,807.0,983.0
1275,1,2018-07-09,OFF_PEAK,971.0,1334.0
1276,751,2018-07-10,OFF_PEAK,1090.0,1379.0
1277,749,2018-07-10,OFF_PEAK,1634.0,2159.0
1278,749,2018-07-10,PEAK,558.0,721.0
1279,1,2018-07-10,PEAK,382.0,531.0
1280,1,2018-07-10,OFF_PEAK,927.0,1289.0
1281,43,2018-07-10,PEAK,73.0,106.0
1282,43,2018-07-10,OFF_PEAK,192.0,294.0
1283,751,2018-07-10,PEAK,368.0,497.0
1284,751,2018-07-11,OFF_PEAK,1067.0,1381.0
1285,43,2018-07-11,OFF_PEAK,203.0,355.0
1286,749,2018-07-11,PEAK,617.0,753.0
1287,751,2018-07-11,PEAK,387.0,500.0
1288,43,2018-07-11,PEAK,85.0,130.0
1289,749,2018-07-11,OFF_PEAK,1537.0,2038.0
1290,1,2018-07-11,PEAK,359.0,513.0
1291,1,2018-07-11,OFF_PEAK,975.0,1369.0
1292,751,2018-07-12,PEAK,275.0,381.0
1293,751,2018-07-12,OFF_PEAK,763.0,1122.0
1294,749,2018-07-12,OFF_PEAK,1224.0,1701.0
1295,749,2018-07-12,PEAK,489.0,635.0
1296,1,2018-07-12,PEAK,291.0,421.0
1297,1,2018-07-12,OFF_PEAK,868.0,1180.0
1298,43,2018-07-12,PEAK,59.0,129.0
1299,43,2018-07-12,OFF_PEAK,189.0,326.0
1300,43,2018-07-13,PEAK,41.0,115.0
1301,43,2018-07-13,OFF_PEAK,172.0,356.0
1302,1,2018-07-13,OFF_PEAK,826.0,1148.0
1303,749,2018-07-13,OFF_PEAK,1101.0,1556.0
1304,749,2018-07-13,PEAK,377.0,524.0
1305,751,2018-07-13,PEAK,245.0,354.0
1306,1,2018-07-13,PEAK,299.0,449.0
1307,751,2018-07-13,OFF_PEAK,794.0,1150.0
1308,751,2018-07-14,OFF_PEAK,920.0,1243.0
1309,1,2018-07-14,OFF_PEAK,1201.0,1575.0
1310,43,2018-07-14,OFF_PEAK,229.0,475.0
1311,749,2018-07-14,OFF_PEAK,1762.0,2486.0
1312,43,2018-07-15,OFF_PEAK,259.0,409.0
1313,1,2018-07-15,OFF_PEAK,900.0,1188.0
1314,749,2018-07-15,OFF_PEAK,2175.0,2717.0
1315,751,2018-07-15,OFF_PEAK,1108.0,1413.0
1316,751,2018-07-16,OFF_PEAK,825.0,1095.0
1317,749,2018-07-16,OFF_PEAK,1418.0,1830.0
1318,1,2018-07-16,PEAK,325.0,413.0
1319,751,2018-07-16,PEAK,349.0,454.0
1320,43,2018-07-16,PEAK,73.0,131.0
1321,43,2018-07-16,OFF_PEAK,227.0,356.0
1322,749,2018-07-16,PEAK,540.0,675.0
1323,1,2018-07-16,OFF_PEAK,942.0,1254.0
1324,1,2018-07-17,PEAK,344.0,459.0
1325,43,2018-07-17,OFF_PEAK,223.0,337.0
1326,43,2018-07-17,PEAK,60.0,131.0
1327,1,2018-07-17,OFF_PEAK,812.0,1147.0
1328,749,2018-07-17,OFF_PEAK,1523.0,2088.0
1329,749,2018-07-17,PEAK,603.0,802.0
1330,751,2018-07-17,OFF_PEAK,1007.0,1305.0
1331,751,2018-07-17,PEAK,331.0,476.0
1332,43,2018-07-18,OFF_PEAK,200.0,336.0
1333,43,2018-07-18,PEAK,42.0,108.0
1334,1,2018-07-18,OFF_PEAK,922.0,1260.0
1335,751,2018-07-18,PEAK,284.0,404.0
1336,749,2018-07-18,PEAK,465.0,643.0
1337,751,2018-07-18,OFF_PEAK,890.0,1138.0
1338,749,2018-07-18,OFF_PEAK,1453.0,1940.0
1339,1,2018-07-18,PEAK,328.0,460.0
1340,751,2018-07-19,OFF_PEAK,1013.0,1274.0
1341,751,2018-07-19,PEAK,365.0,481.0
1342,749,2018-07-19,OFF_PEAK,1375.0,1792.0
1343,749,2018-07-19,PEAK,499.0,663.0
1344,1,2018-07-19,OFF_PEAK,894.0,1280.0
1345,1,2018-07-19,PEAK,328.0,471.0
1346,43,2018-07-19,PEAK,64.0,131.0
1347,43,2018-07-19,OFF_PEAK,211.0,359.0
1348,43,2018-07-20,PEAK,44.0,103.0
1349,43,2018-07-20,OFF_PEAK,110.0,247.0
1350,1,2018-07-20,PEAK,362.0,476.0
1351,751,2018-07-20,PEAK,327.0,428.0
1352,749,2018-07-20,OFF_PEAK,1506.0,2038.0
1353,749,2018-07-20,PEAK,496.0,611.0
1354,751,2018-07-20,OFF_PEAK,889.0,1140.0
1355,1,2018-07-20,OFF_PEAK,831.0,1192.0
1356,751,2018-07-21,OFF_PEAK,1090.0,1455.0
1357,749,2018-07-21,OFF_PEAK,2034.0,2749.0
1358,1,2018-07-21,OFF_PEAK,1093.0,1497.0
1359,43,2018-07-21,OFF_PEAK,201.0,471.0
1360,43,2018-07-22,OFF_PEAK,255.0,413.0
1361,749,2018-07-22,OFF_PEAK,2012.0,2577.0
1362,1,2018-07-22,OFF_PEAK,925.0,1160.0
1363,751,2018-07-22,OFF_PEAK,1118.0,1378.0
1364,751,2018-07-23,PEAK,356.0,457.0
1365,751,2018-07-23,OFF_PEAK,965.0,1283.0
1366,749,2018-07-23,PEAK,646.0,844.0
1367,749,2018-07-23,OFF_PEAK,1717.0,2192.0
1368,1,2018-07-23,OFF_PEAK,880.0,1172.0
1369,1,2018-07-23,PEAK,364.0,499.0
1370,43,2018-07-23,OFF_PEAK,235.0,355.0
1371,43,2018-07-23,PEAK,94.0,131.0
1372,749,2018-07-24,PEAK,640.0,799.0
1373,43,2018-07-24,PEAK,69.0,127.0
1374,749,2018-07-24,OFF_PEAK,1645.0,2221.0
1375,751,2018-07-24,OFF_PEAK,924.0,1260.0
1376,751,2018-07-24,PEAK,295.0,381.0
1377,43,2018-07-24,OFF_PEAK,255.0,356.0
1378,1,2018-07-24,PEAK,335.0,486.0
1379,1,2018-07-24,OFF_PEAK,903.0,1217.0
1380,1,2018-07-25,PEAK,363.0,543.0
1381,751,2018-07-25,OFF_PEAK,1039.0,1273.0
1382,751,2018-07-25,PEAK,386.0,481.0
1383,749,2018-07-25,OFF_PEAK,1682.0,2266.0
1384,749,2018-07-25,PEAK,666.0,852.0
1385,1,2018-07-25,OFF_PEAK,996.0,1364.0
1386,43,2018-07-25,PEAK,73.0,131.0
1387,43,2018-07-25,OFF_PEAK,220.0,352.0
1388,43,2018-07-26,PEAK,63.0,113.0
1389,43,2018-07-26,OFF_PEAK,211.0,357.0
1390,751,2018-07-26,PEAK,326.0,480.0
1391,749,2018-07-26,OFF_PEAK,1659.0,2154.0
1392,749,2018-07-26,PEAK,585.0,826.0
1393,1,2018-07-26,OFF_PEAK,773.0,1192.0
1394,1,2018-07-26,PEAK,336.0,486.0
1395,751,2018-07-26,OFF_PEAK,1029.0,1347.0
1396,751,2018-07-27,PEAK,317.0,441.0
1397,749,2018-07-27,OFF_PEAK,1388.0,2031.0
1398,749,2018-07-27,PEAK,582.0,778.0
1399,1,2018-07-27,OFF_PEAK,800.0,1245.0
1400,1,2018-07-27,PEAK,310.0,447.0
1401,751,2018-07-27,OFF_PEAK,984.0,1277.0
1402,43,2018-07-27,PEAK,69.0,111.0
1403,43,2018-07-27,OFF_PEAK,194.0,354.0
1404,751,2018-07-28,OFF_PEAK,886.0,1218.0
1405,1,2018-07-28,OFF_PEAK,1098.0,1458.0
1406,43,2018-07-28,OFF_PEAK,289.0,495.0
1407,749,2018-07-28,OFF_PEAK,1986.0,2688.0
1408,751,2018-07-29,OFF_PEAK,1004.0,1471.0
1409,749,2018-07-29,OFF_PEAK,1444.0,1998.0
1410,1,2018-07-29,OFF_PEAK,791.0,1040.0
1411,43,2018-07-29,OFF_PEAK,152.0,359.0
1412,749,2018-07-30,PEAK,613.0,797.0
1413,751,2018-07-30,PEAK,347.0,478.0
1414,751,2018-07-30,OFF_PEAK,1073.0,1340.0
1415,749,2018-07-30,OFF_PEAK,1694.0,2168.0
1416,1,2018-07-30,OFF_PEAK,835.0,1205.0
1417,1,2018-07-30,PEAK,342.0,501.0
1418,43,2018-07-30,OFF_PEAK,217.0,356.0
1419,43,2018-07-30,PEAK,74.0,123.0
1420,1,2018-07-31,OFF_PEAK,861.0,1149.0
1421,751,2018-07-31,PEAK,383.0,497.0
1422,751,2018-07-31,OFF_PEAK,1097.0,1389.0
1423,749,2018-07-31,PEAK,682.0,847.0
1424,43,2018-07-31,OFF_PEAK,210.0,321.0
1425,43,2018-07-31,PEAK,58.0,124.0
1426,1,2018-07-31,PEAK,305.0,464.0
1427,749,2018-07-31,OFF_PEAK,1649.0,2213.0
1428,751,2018-08-01,PEAK,357.0,498.0
1429,751,2018-08-01,OFF_PEAK,1021.0,1353.0
1430,749,2018-08-01,PEAK,657.0,845.0
1431,1,2018-08-01,OFF_PEAK,859.0,1209.0
1432,1,2018-08-01,PEAK,264.0,390.0
1433,43,2018-08-01,OFF_PEAK,158.0,334.0
1434,43,2018-08-01,PEAK,84.0,131.0
1435,749,2018-08-01,OFF_PEAK,1676.0,2291.0
1436,751,2018-08-02,OFF_PEAK,861.0,1115.0
1437,751,2018-08-02,PEAK,380.0,482.0
1438,749,2018-08-02,OFF_PEAK,1353.0,1802.0
1439,749,2018-08-02,PEAK,644.0,780.0
1440,1,2018-08-02,PEAK,253.0,370.0
1441,1,2018-08-02,OFF_PEAK,750.0,1106.0
1442,43,2018-08-02,OFF_PEAK,211.0,355.0
1443,43,2018-08-02,PEAK,60.0,130.0
1444,751,2018-08-03,PEAK,347.0,463.0
1445,751,2018-08-03,OFF_PEAK,829.0,1184.0
1446,749,2018-08-03,PEAK,557.0,759.0
1447,749,2018-08-03,OFF_PEAK,1684.0,2140.0
1448,1,2018-08-03,OFF_PEAK,840.0,1240.0
1449,1,2018-08-03,PEAK,321.0,457.0
1450,43,2018-08-03,OFF_PEAK,182.0,358.0
1451,43,2018-08-03,PEAK,85.0,130.0
1452,751,2018-08-04,OFF_PEAK,1231.0,1640.0
1453,43,2018-08-04,OFF_PEAK,252.0,487.0
1454,749,2018-08-04,OFF_PEAK,2111.0,2840.0
1455,1,2018-08-04,OFF_PEAK,1326.0,1800.0
1456,751,2018-08-05,OFF_PEAK,969.0,1302.0
1457,749,2018-08-05,OFF_PEAK,1851.0,2551.0
1458,1,2018-08-05,OFF_PEAK,818.0,1021.0
1459,43,2018-08-05,OFF_PEAK,238.0,387.0
1460,43,2018-08-06,PEAK,92.0,130.0
1461,1,2018-08-06,PEAK,319.0,438.0
1462,1,2018-08-06,OFF_PEAK,1002.0,1360.0
1463,43,2018-08-06,OFF_PEAK,255.0,357.0
1464,749,2018-08-06,PEAK,623.0,835.0
1465,751,2018-08-06,PEAK,307.0,413.0
1466,751,2018-08-06,OFF_PEAK,1008.0,1291.0
1467,749,2018-08-06,OFF_PEAK,1481.0,2026.0
1468,751,2018-08-07,PEAK,356.0,486.0
1469,751,2018-08-07,OFF_PEAK,921.0,1136.0
1470,749,2018-08-07,OFF_PEAK,1525.0,2179.0
1471,749,2018-08-07,PEAK,622.0,786.0
1472,1,2018-08-07,OFF_PEAK,917.0,1253.0
1473,1,2018-08-07,PEAK,277.0,418.0
1474,43,2018-08-07,OFF_PEAK,234.0,357.0
1475,43,2018-08-07,PEAK,66.0,130.0
1476,1,2018-08-08,PEAK,357.0,524.0
1477,43,2018-08-08,PEAK,77.0,130.0
1478,43,2018-08-08,OFF_PEAK,234.0,359.0
1479,749,2018-08-08,OFF_PEAK,1628.0,2199.0
1480,749,2018-08-08,PEAK,656.0,824.0
1481,1,2018-08-08,OFF_PEAK,896.0,1226.0
1482,751,2018-08-08,OFF_PEAK,1022.0,1320.0
1483,751,2018-08-08,PEAK,370.0,501.0
1484,43,2018-08-09,PEAK,80.0,124.0
1485,43,2018-08-09,OFF_PEAK,209.0,358.0
1486,1,2018-08-09,OFF_PEAK,904.0,1232.0
1487,751,2018-08-09,OFF_PEAK,998.0,1308.0
1488,749,2018-08-09,PEAK,644.0,804.0
1489,749,2018-08-09,OFF_PEAK,1635.0,2079.0
1490,751,2018-08-09,PEAK,367.0,496.0
1491,1,2018-08-09,PEAK,347.0,494.0
1492,43,2018-08-10,PEAK,81.0,118.0
1493,43,2018-08-10,OFF_PEAK,218.0,350.0
1494,1,2018-08-10,PEAK,327.0,451.0
1495,1,2018-08-10,OFF_PEAK,856.0,1256.0
1496,749,2018-08-10,OFF_PEAK,1483.0,2063.0
1497,751,2018-08-10,PEAK,366.0,458.0
1498,751,2018-08-10,OFF_PEAK,937.0,1228.0
1499,749,2018-08-10,PEAK,608.0,807.0
1500,749,2018-08-11,OFF_PEAK,2258.0,3035.0
1501,1,2018-08-11,OFF_PEAK,1029.0,1469.0
1502,43,2018-08-11,OFF_PEAK,290.0,500.0
1503,751,2018-08-11,OFF_PEAK,944.0,1257.0
1504,751,2018-08-12,OFF_PEAK,729.0,1011.0
1505,749,2018-08-12,OFF_PEAK,1918.0,2489.0
1506,1,2018-08-12,OFF_PEAK,878.0,1077.0
1507,43,2018-08-12,OFF_PEAK,215.0,419.0
1508,1,2018-08-13,PEAK,393.0,529.0
1509,43,2018-08-13,PEAK,97.0,131.0
1510,43,2018-08-13,OFF_PEAK,270.0,359.0
1511,749,2018-08-13,OFF_PEAK,1923.0,2391.0
1512,749,2018-08-13,PEAK,657.0,847.0
1513,751,2018-08-13,OFF_PEAK,862.0,1053.0
1514,751,2018-08-13,PEAK,364.0,474.0
1515,1,2018-08-13,OFF_PEAK,1008.0,1353.0
1516,751,2018-08-14,PEAK,360.0,495.0
1517,751,2018-08-14,OFF_PEAK,1071.0,1335.0
