gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,24,24,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,19,20,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2018-03-01,PEAK,Headway / Schedule Adherence,7,10,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,30,30,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,19,19,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-03-01,PEAK,Headway / Schedule Adherence,14,15,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2018-03-01,PEAK,Headway / Schedule Adherence,8,10,0
701,CT1,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,62,235,
701,CT1,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,124,360,
747,CT2,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,203,417,
747,CT2,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,86,313,
708,CT3,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,58,196,
708,CT3,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,105,235,
1,1,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,897,1268,
1,1,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,328,446,
4,4,,Limited Service,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,68,139,
4,4,,Limited Service,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,23,35,
5,5,,Limited Service,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,17,35,
7,7,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,291,346,
7,7,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,298,342,
8,8,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,86,231,
8,8,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,283,540,
9,9,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,486,618,
9,9,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,266,352,
10,10,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,112,187,
10,10,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,277,425,
11,11,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,363,499,
11,11,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,216,287,
14,14,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,57,115,
14,14,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,124,205,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,527,714,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,181,286,
16,16,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,120,237,
16,16,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,270,474,
17,17,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,218,301,
17,17,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,79,156,
18,18,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,38,62,
18,18,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,49,72,
19,19,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,169,350,
19,19,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,138,323,
21,21,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,163,234,
21,21,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,339,490,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,845,1130,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,324,452,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,534,688,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,1162,1594,
24,24,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,110,200,
24,24,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,45,88,
26,26,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,184,241,
26,26,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,26,114,
27,27,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,50,91,
27,27,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,130,193,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,993,1400,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,311,445,
29,29,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,67,245,
29,29,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,223,392,
30,30,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,193,258,
30,30,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,38,83,
31,31,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,262,329,
31,31,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,623,814,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,861,1089,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,452,600,
33,33,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,30,74,
33,33,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,99,138,
34,34,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,349,472,
34,34,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,196,253,
34E,34E,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,140,320,
34E,34E,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,452,726,
35,35,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,197,297,
35,35,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,114,154,
36,36,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,94,241,
36,36,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,357,501,
37,37,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,93,144,
37,37,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,156,209,
38,38,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,171,216,
38,38,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,70,144,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,512,682,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,1148,1529,
40,40,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,120,199,
40,40,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,49,94,
41,41,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,90,176,
41,41,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,184,366,
42,42,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,167,340,
42,42,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,45,79,
43,43,,Local Bus,Other Bus,Bus,2018-03-01,OFF_PEAK,Headway / Schedule Adherence,155,348,
43,43,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,50,140,
44,44,,Local Bus,Other Bus,Bus,2018-03-01,PEAK,Headway / Schedule Adherence,190,263,
