shape_id,shape_pt_lat,shape_pt_lon
7490023,42.343383,-71.06635899999998
7490023,42.34347800000001,-71.066262
7490023,42.343719,-71.066101
7490023,42.343855,-71.066019
7490023,42.343855,-71.066019
7490023,42.343939,-71.065968
7490023,42.344685,-71.065475
7490023,42.344952,-71.065318
7490023,42.345611,-71.064941
7490023,42.345611,-71.064941
7490023,42.345726,-71.064875
7490023,42.345881,-71.0648
7490023,42.346128,-71.064717
7490023,42.346408,-71.064636
7490023,42.346597,-71.064595
7490023,42.34733,-71.064413
7490023,42.347808,-71.064298
7490023,42.348391,-71.064151
7490023,42.349065,-71.06396
7490023,42.349441,-71.063824
7490023,42.350004,-71.06353399999998
7490023,42.350004,-71.06353399999998
7490023,42.350423,-71.06331800000002
7490023,42.350622,-71.063193
7490023,42.350909,-71.063041
7490023,42.351112,-71.062955
7490023,42.35148,-71.06283
7490023,42.35158300000001,-71.062795
7490023,42.351902,-71.062714
7490023,42.352386,-71.062596
7490023,42.35246400000001,-71.06258299999998
7490023,42.35246400000001,-71.06258299999998
7490023,42.352569,-71.062564
7490023,42.353025,-71.062546
7490023,42.353086,-71.062538
7490023,42.353266,-71.062517
7490023,42.353436,-71.062463
7490023,42.353572,-71.062389
7490023,42.35380900000001,-71.06223299999998
7490023,42.35385,-71.06219200000002
7490023,42.354162,-71.061899
7490023,42.354334,-71.061734
7490023,42.354341,-71.06172600000002
7490023,42.354341,-71.06172600000002
7490023,42.35477,-71.061255
7490023,42.355303,-71.062288
7510024,42.351842,-71.055964
7510024,42.35181400000001,-71.055858
7510024,42.35227,-71.055624
7510024,42.352382,-71.055562
7510024,42.352608,-71.05539300000002
7510024,42.352786,-71.05599699999998
7510024,42.35288900000001,-71.056247
7510024,42.352835,-71.05634
7510024,42.352773,-71.056537
7510024,42.352489,-71.05759
7510024,42.35241,-71.05784799999998
7510024,42.352337,-71.05801
7510024,42.352274,-71.058172
7510024,42.352138,-71.058415
7510024,42.352019,-71.05859699999998
7510024,42.351868,-71.058787
7510024,42.351687,-71.05896899999998
7510024,42.351467,-71.05914399999997
7510024,42.351271,-71.05925699999997
7510024,42.351083,-71.059343
7510024,42.350099,-71.059735
7510024,42.350261,-71.060255
7510024,42.350451,-71.060897
7510024,42.350629,-71.061555
7510024,42.350738,-71.06200600000003
7510024,42.350782,-71.062188
7510024,42.350794,-71.062247
7510024,42.350827,-71.062409
7510024,42.350909,-71.063041
7510024,42.350622,-71.063193
7510024,42.350423,-71.06331800000002
7510024,42.349883,-71.06359599999998
7510024,42.349883,-71.06359599999998
7510024,42.349441,-71.063824
7510024,42.349065,-71.06396
7510024,42.348391,-71.064151
7510024,42.347808,-71.064298
7510024,42.34733,-71.064413
7510024,42.346597,-71.064595
7510024,42.346449,-71.064628
7510024,42.346449,-71.064628
7510024,42.346408,-71.064636
7510024,42.346128,-71.064717
7510024,42.345881,-71.0648
7510024,42.345726,-71.064875
7510024,42.344952,-71.065318
7510024,42.344685,-71.065475
7510024,42.343939,-71.065968
7510024,42.343801,-71.066052
7510024,42.343801,-71.066052
7510024,42.343719,-71.066101
7510024,42.34347800000001,-71.066262
7510024,42.343383,-71.06635899999998
7510024,42.343186,-71.066585
7510024,42.34300800000001,-71.066817
7510024,42.342797,-71.067068
7510024,42.342111,-71.067929
7510024,42.342,-71.068085
7510024,42.341867,-71.06829300000003
7510024,42.341799,-71.068416
7510024,42.341713,-71.06863299999998
7510024,42.341647,-71.068783
