,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
8960,node-361-platform,,Kendall/MIT,Kendall/MIT - Bottom of Escalator 361,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8961,node-362-entrance,,Kendall/MIT,Kendall/MIT - Top of Escalator 362,,,,,,,,level_in_street,3,place-knncl,1,Cambridge,,,
8962,node-362-platform,,Kendall/MIT,Kendall/MIT - Bottom of Escalator 362,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8963,node-863-entrance,,Kendall/MIT,Kendall/MIT - Top of Elevator 863,,,,,,,,level_in_street,3,place-knncl,1,Cambridge,,,
8964,node-863-platform,,Kendall/MIT,Kendall/MIT - Bottom of Elevator 863,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8965,node-866-entrance,,Kendall/MIT,Kendall/MIT - Top of Elevator 866,,,,,,,,level_in_street,3,place-knncl,1,Cambridge,,,
8966,node-866-platform,,Kendall/MIT,Kendall/MIT - Bottom of Elevator 866,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8967,node-knncl-backnbstair-entrance,,Kendall/MIT,Kendall/MIT - Stairs street level,,,,,,,,level_in_street,3,place-knncl,1,Cambridge,,,
8968,node-knncl-backnbstair-platform,,Kendall/MIT,Kendall/MIT - Stairs platform level,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8969,node-knncl-backsbstair-entrance,,Kendall/MIT,Kendall/MIT - Stairs street level,,,,,,,,level_in_street,3,place-knncl,1,Cambridge,,,
8970,node-knncl-backsbstair-platform,,Kendall/MIT,Kendall/MIT - Stairs platform level,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8971,node-knncl-frontnbstair-entrance,,Kendall/MIT,Kendall/MIT - Stairs street level,,,,,,,,level_in_street,3,place-knncl,1,Cambridge,,,
8972,node-knncl-frontnbstair-platform,,Kendall/MIT,Kendall/MIT - Stairs platform level,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8973,node-knncl-frontsbstair-entrance,,Kendall/MIT,Kendall/MIT - Stairs street level,,,,,,,,level_in_street,3,place-knncl,1,Cambridge,,,
8974,node-knncl-frontsbstair-platform,,Kendall/MIT,Kendall/MIT - Stairs platform level,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8975,node-knncl-nbmain-farepaid,,Kendall/MIT,Kendall/MIT - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8976,node-knncl-nbmain-fareunpaid,,Kendall/MIT,Kendall/MIT - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8977,node-knncl-nbsec-farepaid,,Kendall/MIT,Kendall/MIT - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8978,node-knncl-nbsec-fareunpaid,,Kendall/MIT,Kendall/MIT - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8979,node-knncl-sbmain-farepaid,,Kendall/MIT,Kendall/MIT - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8980,node-knncl-sbmain-fareunpaid,,Kendall/MIT,Kendall/MIT - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8981,node-knncl-sbsec-farepaid,,Kendall/MIT,Kendall/MIT - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8982,node-knncl-sbsec-fareunpaid,,Kendall/MIT,Kendall/MIT - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-knncl,1,Cambridge,,,
8983,place-kntst,,Kent Street,,,,42.344074,-71.11419699999999,,"Beacon St and Powell St, Brookline, MA",https://www.mbta.com/stops/place-kntst,,1,,2,Brookline,,,
8984,70215,70215.0,Kent Street,Kent Street - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.344117,-71.114097,,,https://www.mbta.com/stops/place-kntst,level_median,0,place-kntst,2,Brookline,,,0.0
8985,70216,70216.0,Kent Street,Kent Street - Green Line - Park Street & North,,Park Street & North,42.343927,-71.11456899999999,,,https://www.mbta.com/stops/place-kntst,level_median,0,place-kntst,2,Brookline,,,0.0
8986,place-lake,,Boston College,,,,42.340081,-71.16676899999999,,"Commonwealth Ave and Lake St, Boston, MA 02135",https://www.mbta.com/stops/place-lake,,1,,1,Boston,,,
8987,70106,70106.0,Boston College,Boston College - Green Line - Park Street & North,,Park Street & North,42.340149,-71.167029,,,https://www.mbta.com/stops/place-lake,level_ground,0,place-lake,1,Boston,,,0.0
8988,70107,70107.0,Boston College,Boston College - Green Line - Exit Only,,Exit Only,42.34024,-71.166849,,,https://www.mbta.com/stops/place-lake,level_ground,0,place-lake,1,Boston,,,0.0
8989,place-lech,,Lechmere,,,,42.370771999999995,-71.076536,,"Cambridge St and O'Brien Hwy, Cambridge, MA 02141",https://www.mbta.com/stops/place-lech,,1,,1,Cambridge,,,
8990,14150,14150.0,Lechmere,Lechmere - Busway,,Busway,42.371019,-71.077039,,,https://www.mbta.com/stops/place-lech,level_ground,0,place-lech,0,Cambridge,Busway,,3.0
8991,70209,70209.0,Lechmere,Lechmere - Green Line - Exit Only,,Exit Only,42.370952,-71.077007,,,https://www.mbta.com/stops/place-lech,level_ground,0,place-lech,1,Cambridge,,,0.0
8992,70210,70210.0,Lechmere,Lechmere - Green Line - Copley & West,,Copley & West,42.370911,-71.077095,,,https://www.mbta.com/stops/place-lech,level_ground,0,place-lech,1,Cambridge,,,0.0
